market_id,token_id,n_obs,same_day_corr,abs_same_day_corr,price_level_corr,best_lag,best_lag_corr,abs_best_lag_corr,question,outcome,category,slug,event_slug,volume,trade_count,token_count,created_at,end_date,first_trade,last_trade
540397,1206886783070228445734267449948342262399908493845869497959083670296280863072,31,0.05128585519477726,0.05128585519477726,0.8463903365224503,-1,0.7233135425575618,0.7233135425575618,Solana Up or Down in May?,Up,,solana-up-or-down-in-may-218,solana-up-or-down-in-may-218,84508.729027,603,2,2025-04-30 17:24:29,2025-05-31 12:00:00.000,2025-04-30 20:18:46,2025-06-01 04:09:09
501505,111905427939365288928218721594752964069713161802415009368184560055348754763570,37,0.5637770558642505,0.5637770558642505,-0.6069362125292191,5,0.7221438012370484,0.7221438012370484,Will the EPP win less than 150 seats in the European Parliament?,No,,will-the-epp-win-less-than-150-seats-in-the-european-parliament,eu-election-how-many-seats-will-the-epp-win,2696.75,0,2,2024-05-09 19:22:07,2024-06-09 12:00:00.000,,
253271,16251098678238187444529754457813240396936953207896144848622327702863879827466,36,0.18064048834807722,0.18064048834807722,-0.19854933313705578,-1,-0.722026920966462,0.722026920966462,"Will $ETH hit $2,000 or $2,500 first?",$2000,,will-eth-hit-2000-or-2500-first,will-eth-hit-2000-or-2500-first,40408.99,0,2,2023-12-04 17:48:48,2024-07-01 00:00:00.000,,
704342,81570494091178357503526666519936162856983910471571392876927833773618320017228,40,0.2485434491585582,0.2485434491585582,0.36972510092938954,-6,0.7197505659065984,0.7197505659065984,Will Jason Duey be the Republican nominee for AZ-01?,No,,will-jason-duey-be-the-republican-nominee-for-az-01,az-01-republican-primary-winner,66.0,8,2,2025-11-25 21:51:26,2026-08-04 00:00:00.000,2025-11-26 08:21:17,2025-12-02 13:59:28
526233,110953596828737572755784169416789581413508034317002449376516277434185904146609,31,0.5925473445086981,0.5925473445086981,-0.3455090788975013,-1,-0.7110378879468341,0.7110378879468341,Will Solana hit $250 in March?,No,,will-solana-hit-250-by-march-31-2025,what-price-will-solana-hit-in-march,624561.571893,0,2,2025-02-28 20:20:02,2025-03-31 12:00:00.000,,
526192,43714993334121638050246422344865591959340977198444139636149429387649047248072,31,-0.14541946887320714,0.14541946887320714,0.20964994026746536,-1,0.7074039794155725,0.7074039794155725,"Will Ethereum dip to $1,500.00 by March 31?",No,,will-ethereum-dip-to-1500pt00-by-march-31,what-price-will-ethereum-hit-by-march-31,1190608.071959,0,2,2025-02-28 18:32:23,2025-03-31 12:00:00.000,,
561955,12221490099437403292477176683861006862746698474925969292582315016309355853773,161,-0.014411751909729239,0.014411751909729239,-0.7383833711719214,-1,-0.705980440459446,0.705980440459446,Will Solana dip to $120 before 2026?,Yes,,will-solana-dip-to-120-before-2026-332-738-564-617-913-254-474,what-price-will-solana-hit-before-2026,501782.560066,1878,2,2025-07-10 13:25:20,2025-12-31 05:00:00.000,2025-11-26 17:28:07,2025-12-16 20:29:09
526232,46421737054570249685964630958655249838081179870341344499312081413921450848067,31,0.5486754122774501,0.5486754122774501,-0.32541224192569296,-1,-0.7056865097763076,0.7056865097763076,Will Solana hit $300 in March?,No,,will-solana-hit-300-by-march-31-2025,what-price-will-solana-hit-in-march,826060.921272,0,2,2025-02-28 20:20:01,2025-03-31 12:00:00.000,,
251813,56234151237094476119582365567547601151454339072712534288667034256990761862690,36,0.00186111400808094,0.00186111400808094,-0.10488534166184228,4,-0.7045108586390081,0.7045108586390081,Will Donald Trump (@realDonaldTrump) tweet by September 30?,Yes,,will-donald-trump-realdonaldtrump-tweet-by-september-30,will-donald-trump-realdonaldtrump-tweet-by-september-30,44110.62,0,2,2023-07-18 14:11:55,2023-09-30 00:00:00.000,,
526241,112245857333754203629480016191912901605360638872396044950603311627253863572208,31,0.08297548528679145,0.08297548528679145,0.0823162180109561,-1,0.7017051801004792,0.7017051801004792,Will Solana dip to $100 by March?,No,,will-solana-dip-to-100-by-march-31-2025,what-price-will-solana-hit-in-march,927626.388631,0,2,2025-02-28 20:20:08,2025-03-31 12:00:00.000,,
251855,17026667753530285305564739302435826148603240635579023153510353052090782191125,105,0.12284889668902281,0.12284889668902281,0.5469743279825184,-1,0.6937336015945246,0.6937336015945246,"Will ETH hit $2,000 by EOY?",Yes,,will-eth-hit-2000-by-eoy,will-eth-hit-2000-by-eoy,154313.21,0,2,2023-07-26 14:10:14,2023-12-31 00:00:00.000,,
540437,46825247999242960967480020504549727616986892417793376950128243413587664381614,31,0.07742645580084981,0.07742645580084981,0.8837705155703917,-1,0.6920394815143299,0.6920394815143299,Will Solana dip to $130 in May?,No,,will-solana-dip-to-130-in-may,what-price-will-solana-hit-in-may,475203.326067,0,2,2025-04-30 18:34:43,2025-05-31 12:00:00.000,,
506190,12690280767754486630779074084326623472272484938089138367483718881732564705222,31,0.15096667107016276,0.15096667107016276,0.5047902784204112,-1,-0.6877683868407811,0.6877683868407811,"Will Ethereum reach $3,000 before October?",No,,will-ethereum-reach-3000-before-october,will-ethereum-reach-3000-before-october,660103.863772,0,2,2024-08-30 18:56:08,2024-09-30 12:00:00.000,,
561954,46214781144800121998883438591586360138754991180830825124315082883299725063834,129,0.047325002375047144,0.047325002375047144,0.35912129104717344,-1,0.6835246806846145,0.6835246806846145,Will Solana dip to $130 before 2026?,No,,will-solana-dip-to-130-before-2026-716-759-563-429-544-677-373,what-price-will-solana-hit-before-2026,242941.274977,0,2,2025-07-10 13:25:19,2025-12-31 05:00:00.000,,
704453,50224055471780128707422366253813853918328866905983285601565982922855799741030,39,-0.11991066429698057,0.11991066429698057,-0.3579831513535836,3,0.6830200869044674,0.6830200869044674,Will Brinker Harding be the Republican nominee for NE-02?,No,,will-brinker-harding-be-the-republican-nominee-for-ne-02,ne-02-republican-primary-winner,151.0,30,2,2025-11-25 22:17:21,2026-05-12 00:00:00.000,2025-11-26 12:13:11,2025-12-01 20:04:26
516882,96977400451745603807138807994397876503057246176320049791025858547772083913952,63,-0.26675443200809973,0.26675443200809973,0.6434055694525109,-1,0.6828758787287034,0.6828758787287034,"Will Ethereum dip to $2,000 by December 31?",No,,will-ethereum-dip-to-2000-by-december-31-746-411-682-256-394,what-price-will-ethereum-hit-in-2025,323442.766711,0,2,2024-12-30 21:15:14,2025-12-31 12:00:00.000,,
530873,40285808636622979578664251672415951149728167842638169191193062237641064700146,36,-0.3606947385023749,0.3606947385023749,0.7363145869501245,3,0.6827045600062799,0.6827045600062799,Judge Boasberg holds Trump administration in contempt of court before May?,No,,judge-boasberg-holds-trump-administration-in-contempt-of-court-before-may,judge-boasberg-holds-trump-administration-in-contempt-of-court-before-may,4508.63474,61,2,2025-03-25 20:20:57,2025-04-30 12:00:00.000,2025-04-08 01:39:46,2025-05-01 03:45:05
581876,35750118268789634304573686678889611216750703866353165124702887504148577767986,33,0.052723363548518476,0.052723363548518476,-0.4289197728841816,-3,-0.6814295603326931,0.6814295603326931,Will Google be the second largest company in the world by market cap on September 30?,Yes,,will-google-be-the-second-largest-company-in-the-world-by-market-cap-on-september-30,2nd-largest-company-end-of-september,29937.432698,405,2,2025-08-26 23:40:38,2025-09-30 00:00:00.000,2025-08-27 01:53:19,2025-09-30 14:07:57
561953,90356966360337347913793453496539760448648133010494789776444708815682224629008,126,0.08252134450912246,0.08252134450912246,0.24062478928186923,-1,0.6769557949373952,0.6769557949373952,Will Solana dip to $140 before 2026?,No,,will-solana-dip-to-140-before-2026-564-642-912-193-738-364-113,what-price-will-solana-hit-before-2026,394288.64164,3030,2,2025-07-10 13:25:19,2025-12-31 05:00:00.000,2025-07-11 05:59:53,2025-11-14 09:46:30
526234,1668867356318492892685048267536539291366903628517932200008871810153276824190,31,0.5023856269078436,0.5023856269078436,-0.39643523469513425,-1,-0.6747599552656223,0.6747599552656223,Will Solana hit $210 in March?,No,,will-solana-hit-210-by-march-31-2025,what-price-will-solana-hit-in-march,549397.866685,0,2,2025-02-28 20:20:03,2025-03-31 12:00:00.000,,
706048,98729208346670456130932053912356969152233902577896767492577029378882817595428,39,-0.11764693864687673,0.11764693864687673,-0.28187980951232167,-1,0.6737360562669553,0.6737360562669553,Will Jeff Criswell win the GA-14 special election?,No,,will-jeff-criswell-win-the-ga-14-special-election,ga-14-special-election-winner,114.29185,34,2,2025-11-26 18:36:01,2026-02-15 00:00:00.000,2025-11-26 19:06:57,2025-12-01 08:39:24
705796,63037428329752937471072657695645544382227245986124956996236439297983827462985,35,-0.23595680042816203,0.23595680042816203,-0.5893894404934014,-3,0.6716915101289439,0.6716915101289439,Will Trump talk to Zohran Mamdani in December?,No,,will-trump-talk-to-zohran-mamdani-in-december,who-will-trump-talk-to-in-december,4295.646915,223,2,2025-11-26 16:43:07,2025-12-31 00:00:00.000,2025-11-27 07:24:37,2026-01-01 10:21:33
576088,81176605708289875058242003966363603827596460479207136045156806130407421622004,33,-0.36522738640491126,0.36522738640491126,-0.3428537600013708,3,0.6653007468634728,0.6653007468634728,Will two people dissent the September Fed decision?,No,,will-two-people-dissent-the-september-fed-decision,how-many-dissent-at-the-next-fed-meeting-526,22658.679733,0,2,2025-08-14 18:50:56,2025-09-17 00:00:00.000,,
540431,30057488974463087261031616090466543735653222380633059363228572905496615857121,31,-0.018705612646526336,0.018705612646526336,-0.06361457695838234,-1,0.6647667537280031,0.6647667537280031,Will Solana reach $250 in May?,Yes,,will-solana-reach-250-in-may,what-price-will-solana-hit-in-may,697406.366304,0,2,2025-04-30 18:34:39,2025-05-31 12:00:00.000,,
716372,33582186904924750062472877625637670749697891613548940600912785705513467624089,36,-0.40491248649540773,0.40491248649540773,-0.19012980551621805,-2,0.664312884805894,0.664312884805894,Will turnout in the 2025 Honduran general election be between 70% and 75%?,No,,will-turnout-in-the-2025-honduran-general-election-be-between-70-and-75,turnout-in-2025-honduran-general-election,20956.679513,0,2,2025-11-27 16:39:57,2025-11-30 00:00:00.000,,
501841,32652037787823906936067256940571977427305544571529992840226446593152146412101,32,0.22057370240596694,0.22057370240596694,-0.5407683290048921,-2,0.6619480783216344,0.6619480783216344,Will Trump mention $MAGA before July?,No,,will-trump-mention-maga-before-july,will-trump-mention-maga-before-july,13760.52,0,2,2024-05-28 15:31:57,2024-06-30 12:00:00.000,,
618057,16640281134710328942667145946245876754727077933793021092819940795487003610183,31,0.3377809566060476,0.3377809566060476,-0.4429216579730435,-1,0.6617414499568568,0.6617414499568568,"Will Trump say ""China Virus"" in October?",No,,will-trump-say-china-virus-in-october,what-will-trump-say-in-october,18971.426438,0,2,2025-09-30 15:21:10,2025-10-31 00:00:00.000,,
252106,18867022974729479678888892008387128278033161896333350502719003065122856127586,33,-0.10426636119175962,0.10426636119175962,-0.49785617461253884,1,-0.6614491565819763,0.6614491565819763,Will Trump tweet again by Sep 30?,Yes,,will-trump-tweet-again-by-sep-30,will-trump-tweet-again-by,84.09,0,2,2023-08-28 20:54:02,2023-09-30 00:00:00.000,,
703847,25958198515725514458237487160392222169600619977906318106441986299434165352946,40,-0.04731614026048303,0.04731614026048303,-0.36292138542718905,-2,0.6550228367541102,0.6550228367541102,Will Alexa Avilés be the Democratic nominee for NY-10?,No,,will-alexa-avils-be-the-democratic-nominee-for-ny-10,ny-10-democratic-primary-winner,228.446085,31,2,2025-11-25 18:41:39,2026-06-23 00:00:00.000,2025-11-26 12:54:01,2025-12-05 13:35:35
540436,109254202843854549469595165672238474425595632815940385015546179655224824718858,31,0.04580526563219789,0.04580526563219789,0.8661633477608051,-1,0.6539448477109312,0.6539448477109312,Will Solana dip to $140 in May?,No,,will-solana-dip-to-140-in-may,what-price-will-solana-hit-in-may,1170621.465417,5911,2,2025-04-30 18:34:42,2025-05-31 12:00:00.000,2025-05-01 04:43:41,2025-06-01 05:17:49
540426,99944533997831459115382053609741342351455318972535658750749924860311408999030,31,-0.007863278540446463,0.007863278540446463,0.8668612356922715,-1,0.6537568610831173,0.6537568610831173,Will Ethereum dip to $1600 in May?,No,,will-ethereum-dip-to-1600-in-may,what-price-will-ethereum-hit-in-may,529859.624398,0,2,2025-04-30 18:16:57,2025-05-31 12:00:00.000,,
512350,90232684801552348614682823978499850247518870175352779407478306737797847417550,39,0.12010489518129962,0.12010489518129962,0.813289055194325,-7,0.6519826749915522,0.6519826749915522,GOP wins popular vote by less than 1.5%?,Yes,,gop-wins-popular-vote-by-less-than-1pt5,popular-vote-margin-of-victory-0pt25-ranges,3747288.421336,0,2,2024-11-08 15:43:46,2025-01-31 12:00:00.000,,
505943,54639641352896557463345666467542640627315910045091666072322173086918226634222,34,0.1957654451705185,0.1957654451705185,0.9213177868844877,-1,0.6491890627778542,0.6491890627778542,"Ethereum dips below $2,000 by Sept 30?",No,,ethereum-dips-below-2000-by-sept-30-2024,ethereum-dips-below-2000-by-sept-30-2024,442747.757175,0,2,2024-08-27 22:27:03,2024-09-30 12:00:00.000,,
519046,53230097138428698763756928965520679381768715863275575431310206236344994426600,48,-0.6458613759097731,0.6458613759097731,-0.5035323662783918,0,-0.6458613759097731,0.6458613759097731,Will Trump attend SpaceX Starship Flight Test 8?,No,,will-trump-attend-spacex-starship-flight-test-8,spacex-starship-flight-test-8,22798.373328,0,2,2025-01-17 17:40:05,2025-02-28 12:00:00.000,,
540425,53837441866961630901647053637831498009035128031280743436610645838669746635643,31,-0.03729772379088558,0.03729772379088558,0.8602804419424496,-1,0.6431385893430801,0.6431385893430801,Will Ethereum dip to $1700 in May?,No,,will-ethereum-dip-to-1700-in-may,what-price-will-ethereum-hit-in-may,987191.29145,0,2,2025-04-30 18:16:56,2025-05-31 12:00:00.000,,
534199,103380610649865867807285180501734524149309859092924517074773384363589423614630,59,0.6424236989523859,0.6424236989523859,-0.39510267543819844,0,0.6424236989523859,0.6424236989523859,Will Cho Kuk be elected the next president of South Korea?,Yes,,will-cho-kuk-be-elected-the-next-president-of-south-korea,next-president-of-south-korea,720986.344995,0,2,2025-04-04 18:45:46,2025-06-03 12:00:00.000,,
512347,114389774107030743470883329319011050195641492560649669621869781876492622865124,39,0.27622049305050284,0.27622049305050284,0.6259438053029619,-2,0.6393862447095973,0.6393862447095973,GOP wins popular vote by 2.0-2.25%?,No,,gop-wins-popular-vote-by-2pt0-2pt25-or-more,popular-vote-margin-of-victory-0pt25-ranges,932988.14161,0,2,2024-11-08 15:39:27,2025-01-31 12:00:00.000,,
509218,11882032085914154466313817943921432426414847616506171316931743727431433732521,49,-0.038960339378716076,0.038960339378716076,-0.8992700567312775,-7,0.6382703998732462,0.6382703998732462,Will the Democratic candidate win Nevada by 3.0%-4.0%? ,Yes,,will-the-democratic-candidate-win-nevada-by-3pt0-4pt0,nevada-margin-of-victory,47843276.232386,0,2,2024-10-08 00:03:31,2024-11-05 12:00:00.000,,
540438,48523492392272431112750472171596442241293595970745368160522661609756998140701,31,0.11752352718018182,0.11752352718018182,0.8917644034909874,-1,0.6366494260654606,0.6366494260654606,Will Solana dip to $120 in May?,No,,will-solana-dip-to-120-in-may,what-price-will-solana-hit-in-may,221803.606477,2786,2,2025-04-30 18:34:44,2025-05-31 12:00:00.000,2025-05-01 03:36:51,2025-05-31 19:36:49
562657,78045940322028331659317615824953763648430798594382455684174377486274085795557,41,-0.04080354220088762,0.04080354220088762,-0.16319305802364406,-1,-0.6347659603498245,0.6347659603498245,Ethereum all time high before October?,No,,ethereum-all-time-high-before-october,ethereum-all-time-high-before-october,228508.153747,1023,2,2025-07-11 13:38:13,2025-10-01 04:00:00.000,2025-07-11 18:03:10,2025-08-22 22:42:44
251480,24842766552748344471109495861620350145347465269192160418313015054152221312418,68,0.05291903655413135,0.05291903655413135,0.286638603472974,-6,0.634613824611252,0.634613824611252,Guatemala Presidential Election: Will Zury Ríos win?,No,,guatemala-presidential-election-will-zury-ros-win,guatemala-presidential-election-who-will-win,7121.38,0,2,2023-06-13 18:57:39,2023-06-25 00:00:00.000,,
701571,94464361036661651470424676038310822490170480043753489859320589911940471055419,41,0.28403118026437163,0.28403118026437163,-0.3855345501400236,-1,-0.6335685357024449,0.6335685357024449,"Will Solana reach $200 by December 31, 2026?",No,,will-solana-reach-200-by-december-31-2026,what-price-will-solana-hit-before-2027,74.626863,3,2,2025-11-24 19:33:31,2027-01-01 05:00:00.000,2025-12-06 10:29:49,2026-01-01 23:17:31
252054,13617751444467385663504680960592149933224837218551123459509803346416216163025,34,-0.07585201960773635,0.07585201960773635,0.29429637569935213,4,-0.6321310560936046,0.6321310560936046,Will Trump attend the second RNC debate?,No,,will-trump-attend-the-second-rnc-debate,will-trump-attend-the-second-rnc-debate,18566.3,0,2,2023-08-24 15:58:28,2023-09-27 00:00:00.000,,
540439,85648863441152056248005732324172968866093399446494993956767238188587927471121,31,0.071116103700317,0.071116103700317,0.9038119997514208,-1,0.6318606690248993,0.6318606690248993,Will Solana dip to $110 in May?,No,,will-solana-dip-to-110-in-may,what-price-will-solana-hit-in-may,197528.668678,0,2,2025-04-30 18:34:45,2025-05-31 12:00:00.000,,
706083,10736926434302986558841348050604723050016832369761238191045942284117502122033,39,-0.33271162553726996,0.33271162553726996,0.20514258690032544,-5,-0.6288000332231368,0.6288000332231368,Will Christy Davis be the Democratic nominee for Senate in Kansas?,No,,will-christy-davis-be-the-democratic-nominee-for-senate-in-kansas,kansas-democratic-senate-primary-winner,38.7,25,2,2025-11-26 18:54:40,2026-08-04 00:00:00.000,2025-11-27 23:11:03,2026-01-02 12:09:25
706056,18999554868611454369924143280281941411043587499340228631265377851305581505025,39,-0.01784640484917219,0.01784640484917219,-0.13325766835663014,3,0.6258367311920259,0.6258367311920259,Will Trey Kelley win the GA-14 special election?,Yes,,will-trey-kelley-win-the-ga-14-special-election,ga-14-special-election-winner,82.022181,30,2,2025-11-26 18:36:06,2026-02-15 00:00:00.000,2025-11-26 19:06:21,2025-12-01 08:39:16
539002,76723992154481990576162982733113370918567453974164409537266956351268214118445,39,-0.08274616365478116,0.08274616365478116,-0.5216935394877977,-3,0.6256877109868927,0.6256877109868927,Will the Liberal Party win between 35% and 38% of the vote in the 2025 Canadian election?,Yes,,will-the-liberal-party-win-between-35-and-38-of-the-vote-in-the-2025-canadian-election,liberal-party-of-vote-in-canada-election,7013.313173,230,2,2025-04-22 19:53:25,2025-04-28 12:00:00.000,2025-04-22 21:36:43,2025-05-10 18:46:38
705791,76193151428587930916506566806353316965709732350161470564532017621352581793631,35,0.6227927873970628,0.6227927873970628,-0.35084874030118973,0,0.6227927873970628,0.6227927873970628,Will Trump talk to Jair Bolsonaro in December?,No,,will-trump-talk-to-jair-bolsonaro-in-december,who-will-trump-talk-to-in-december,1416.623486,89,2,2025-11-26 16:43:05,2025-12-31 00:00:00.000,2025-11-26 22:14:49,2026-01-01 07:40:15
703740,14249047185234664848514548006971858371553318042829134373364657472141097252666,40,-0.24954891642120247,0.24954891642120247,0.22077416809417577,-3,0.6219396456241064,0.6219396456241064,Will Phil Mendelson win the 2026 Democratic D.C. Mayoral Primary?,Yes,,will-phil-mendelson-win-the-2026-democratic-dc-mayoral-primary,who-will-win-the-2026-democratic-dc-mayoral-primary,86.0,23,2,2025-11-25 17:54:12,,2025-12-01 00:47:56,2025-12-01 01:17:44
703731,64261011052079214568277235594350435392099854055399321109787698395203196748469,40,-0.10211910706089608,0.10211910706089608,-0.3428576089371069,-2,0.6217235249325118,0.6217235249325118,Will Janeese Lewis George win the 2026 Democratic D.C. Mayoral Primary?,Yes,,will-janeese-lewis-george-win-the-2026-democratic-dc-mayoral-primary,who-will-win-the-2026-democratic-dc-mayoral-primary,1216.5001,78,2,2025-11-25 17:54:07,,2025-11-26 06:43:51,2026-01-02 21:58:51
516883,29381825698132631875120153418196476679330250512198872801681832580007646790854,97,-0.20476556682516278,0.20476556682516278,0.8861998443091905,-1,0.6211038937971437,0.6211038937971437,"Will Ethereum dip to $1,500 by December 31?",No,,will-ethereum-dip-to-1500-by-december-31-553-734-644-234-855,what-price-will-ethereum-hit-in-2025,500584.609489,0,2,2024-12-30 21:15:49,2025-12-31 12:00:00.000,,
705798,32272599580516597648667395497194076812685293951095305185263592582414711777909,35,-0.009364710073365895,0.009364710073365895,-0.6600288653169163,-3,0.6210769820074383,0.6210769820074383,Will Trump talk to Nicolás Maduro in December?,No,,will-trump-talk-to-nicols-maduro-in-december,who-will-trump-talk-to-in-december,12246.238499,546,2,2025-11-26 16:43:08,2025-12-31 00:00:00.000,2025-11-27 05:31:55,2026-01-01 07:30:47
512348,28224776268145554385188595710877532222296883598840021675202732139854420678349,39,0.22855338300801814,0.22855338300801814,0.7258393631473025,-6,0.6210621147451935,0.6210621147451935,GOP wins popular vote by 1.75-2.0%?,No,,gop-wins-popular-vote-by-1pt75-2pt0,popular-vote-margin-of-victory-0pt25-ranges,3662052.713018,0,2,2024-11-08 15:41:00,2025-01-31 12:00:00.000,,
509422,100721646846055779564665007427261319365520058603925755487939132890168310319921,52,0.049346188647566874,0.049346188647566874,-0.9077690841134385,-7,0.6205935158166,0.6205935158166,Will Kamala Harris win Hawaii by the largest margin?,Yes,,will-kamala-harris-win-hawaii-by-the-largest-margin,which-state-will-kamala-win-by-the-largest-margin,1123675.01928,0,2,2024-10-09 18:42:06,2024-11-05 12:00:00.000,,
679156,10297689793491784325438045568713790840517343988671532353199626133676287990772,52,0.14205668006454336,0.14205668006454336,-0.0825043347909323,6,0.619927883618152,0.619927883618152,Will Park Seong-hoon win the 2026 Busan Mayoral Election?,No,,will-park-seong-hoon-win-the-2026-busan-mayoral-election,2026-busan-mayoral-election-winner,147.0,6,2,2025-11-12 20:12:27,2026-06-03 00:00:00.000,2025-11-28 12:27:55,2025-12-06 11:08:23
540440,71589514255463974596197117805884761544161201447609293207659660590142150870741,31,0.005998511188945903,0.005998511188945903,0.8869387551546657,-1,0.6185535277264534,0.6185535277264534,Will Solana dip to $100 in May?,No,,will-solana-dip-to-100-in-may,what-price-will-solana-hit-in-may,213820.866308,5766,2,2025-04-30 18:34:45,2025-05-31 12:00:00.000,2025-05-01 03:55:03,2025-05-31 09:39:49
540396,108028389332539643182502965007323142190359915117010636960429119466992713698241,31,-0.00438470605646205,0.00438470605646205,0.8534190199480722,-1,0.6172027987257206,0.6172027987257206,Ethereum Up or Down in May?,Up,,ethereum-up-or-down-in-may-542,ethereum-up-or-down-in-may-542,54268.508746,0,2,2025-04-30 17:13:08,2025-05-31 12:00:00.000,,
703516,107464543317097454442367201387217858022576525113490072249717751199085877048163,40,0.10002267366423113,0.10002267366423113,-0.2471045488429676,5,0.6171615388348576,0.6171615388348576,Will Beth Van Duyne come in 2nd in the 2026 Texas Republican Primary?,No,,will-beth-van-duyne-come-in-2nd-in-the-2026-texas-republican-primary,2nd-place-in-first-round-of-texas-republican-senate-primary,235.42,65,2,2025-11-25 16:58:05,2026-03-03 00:00:00.000,2025-11-26 04:29:25,2025-12-09 12:16:07
695089,80459610575112934802352565067288293820637580982552840733719506179158110531229,44,-0.23780515114819717,0.23780515114819717,-0.26078101313224983,5,0.6165478348356981,0.6165478348356981,Will Carolyn Maloney be the democratic nominee for NY-12?,No,,will-carolyn-maloney-be-the-democratic-nominee-for-ny-12,who-will-be-the-democratic-nominee-for-ny-12,168.593624,0,2,2025-11-21 15:11:39,2026-06-23 00:00:00.000,,
704093,39410734497100794541837115225754342161796442346940343009842128657914820869209,40,-0.1132794920141703,0.1132794920141703,-0.06674169910703318,4,0.6137673491506963,0.6137673491506963,Will Evangelos Argyrakis be the Democratic nominee for NE-02?,Yes,,will-evangelos-argyrakis-be-the-democratic-nominee-for-ne-02,ne-02-democratic-primary-winner,91.0,3,2,2025-11-25 20:28:07,2026-05-12 00:00:00.000,2025-11-26 22:51:37,2025-11-26 23:27:03
