market_id,token_id,question,outcome,category,n_obs,same_day_corr,best_lag,best_lag_corr,abs_best_lag_corr,volume,trade_count
512350,90232684801552348614682823978499850247518870175352779407478306737797847417550,GOP wins popular vote by less than 1.5%?,Yes,,39,0.1201048951812996,-7,0.6519826749915522,0.6519826749915522,3747288.421336,0
519046,53230097138428698763756928965520679381768715863275575431310206236344994426600,Will Trump attend SpaceX Starship Flight Test 8?,No,,48,-0.6458613759097731,0,-0.6458613759097731,0.6458613759097731,22798.373328,0
534199,103380610649865867807285180501734524149309859092924517074773384363589423614630,Will Cho Kuk be elected the next president of South Korea?,Yes,,59,0.6424236989523859,0,0.6424236989523859,0.6424236989523859,720986.344995,0
512347,114389774107030743470883329319011050195641492560649669621869781876492622865124,GOP wins popular vote by 2.0-2.25%?,No,,39,0.2762204930505028,-2,0.6393862447095973,0.6393862447095973,932988.14161,0
251480,24842766552748344471109495861620350145347465269192160418313015054152221312418,Guatemala Presidential Election: Will Zury Ríos win?,No,,68,0.0529190365541313,-6,0.634613824611252,0.634613824611252,7121.38,0
252054,13617751444467385663504680960592149933224837218551123459509803346416216163025,Will Trump attend the second RNC debate?,No,,34,-0.0758520196077363,4,-0.6321310560936046,0.6321310560936046,18566.3,0
706083,10736926434302986558841348050604723050016832369761238191045942284117502122033,Will Christy Davis be the Democratic nominee for Senate in Kansas?,No,,39,-0.3327116255372699,-5,-0.6288000332231368,0.6288000332231368,38.7,25
706056,18999554868611454369924143280281941411043587499340228631265377851305581505025,Will Trey Kelley win the GA-14 special election?,Yes,,39,-0.0178464048491721,3,0.6258367311920259,0.6258367311920259,82.022181,30
539002,76723992154481990576162982733113370918567453974164409537266956351268214118445,Will the Liberal Party win between 35% and 38% of the vote in the 2025 Canadian election?,Yes,,39,-0.0827461636547811,-3,0.6256877109868927,0.6256877109868927,7013.313173,230
705791,76193151428587930916506566806353316965709732350161470564532017621352581793631,Will Trump talk to Jair Bolsonaro in December?,No,,35,0.6227927873970628,0,0.6227927873970628,0.6227927873970628,1416.623486,89
703740,14249047185234664848514548006971858371553318042829134373364657472141097252666,Will Phil Mendelson win the 2026 Democratic D.C. Mayoral Primary?,Yes,,40,-0.2495489164212024,-3,0.6219396456241064,0.6219396456241064,86.0,23
703731,64261011052079214568277235594350435392099854055399321109787698395203196748469,Will Janeese Lewis George win the 2026 Democratic D.C. Mayoral Primary?,Yes,,40,-0.102119107060896,-2,0.6217235249325118,0.6217235249325118,1216.5001,78
705798,32272599580516597648667395497194076812685293951095305185263592582414711777909,Will Trump talk to Nicolás Maduro in December?,No,,35,-0.0093647100733658,-3,0.6210769820074383,0.6210769820074383,12246.238499,546
512348,28224776268145554385188595710877532222296883598840021675202732139854420678349,GOP wins popular vote by 1.75-2.0%?,No,,39,0.2285533830080181,-6,0.6210621147451935,0.6210621147451935,3662052.713018,0
509422,100721646846055779564665007427261319365520058603925755487939132890168310319921,Will Kamala Harris win Hawaii by the largest margin?,Yes,,52,0.0493461886475668,-7,0.6205935158166,0.6205935158166,1123675.01928,0
679156,10297689793491784325438045568713790840517343988671532353199626133676287990772,Will Park Seong-hoon win the 2026 Busan Mayoral Election?,No,,52,0.1420566800645433,6,0.619927883618152,0.619927883618152,147.0,6
695089,80459610575112934802352565067288293820637580982552840733719506179158110531229,Will Carolyn Maloney be the democratic nominee for NY-12?,No,,44,-0.2378051511481971,5,0.6165478348356981,0.6165478348356981,168.593624,0
704093,39410734497100794541837115225754342161796442346940343009842128657914820869209,Will Evangelos Argyrakis be the Democratic nominee for NE-02?,Yes,,40,-0.1132794920141703,4,0.6137673491506963,0.6137673491506963,91.0,3
586058,35743948870942532274923896850194343836672040677965406600707794115203219443019,Will Hubert Ciacci win Tuscany Regional Election?,Yes,,40,-0.3377117643766149,5,0.6126799828989699,0.6126799828989699,8817.643408,0
704480,101555579267533043962850663037635598298956415453657358902655045528587021112792,Will Matt Gaetz be the Republican nominee for Florida Governor?,No,,40,0.0603740503818725,-2,0.6111331989602481,0.6111331989602481,133.778416,25
512346,86118545776564580817549473002962072930461122345174201747382649226800192347908,GOP wins popular vote by 2.25% or more?,No,,39,0.145185648384748,-6,0.6106031711392773,0.6106031711392773,3347127.796031,0
704346,44190357778507429664127215727151839276217080281358652617064351291550046960815,Will Mark Brnovich be the Republican nominee for AZ-01?,Yes,,40,-0.1065298742556399,4,0.6095460418751711,0.6095460418751711,63.0,9
509229,112001488808887748111180422528015998600666219310334100799758947833443004361249,Will Trump win 7 swing states?,Yes,,32,-0.023873889444441,-1,0.6069808745974111,0.6069808745974111,1624359.004552,0
581810,43077142025160622606879813008417183318787864692968208763590991287130145003949,Will Trump agree to a tariff agreement with Argentina in September?,Yes,,34,0.4254719130827922,4,-0.6047826252215042,0.6047826252215042,14065.41341,151
704478,57352413685299269646418705278990715469909775231079524250584317122356282161302,Will Casey DeSantis be the Republican nominee for Florida Governor?,Yes,,40,-0.1647370344320343,-3,0.6038612429866538,0.6038612429866538,250.782186,33
512349,37023340924223414853775111478087565719439411272066736196057146446664596945304,GOP wins popular vote by 1.5-1.75%?,No,,39,-0.0367949930820579,-7,0.6030090146261603,0.6030090146261603,3158520.953276,0
700648,99687249252470846296785571255155001851017018812667895896502389974860250533751,Will A.C. Toulme be the Republican nominee for Senate in Florida?,Yes,,41,-0.2427795672995424,-7,-0.6028650311948229,0.6028650311948229,25.04895,3
704365,47187807002969309767906453947100669518433241255100887882771691644902931971320,Will Jay Feely be the Republican nominee for AZ-05?,No,,40,0.6021299919405644,0,0.6021299919405644,0.6021299919405644,40471.37504,78
581836,13279657752455039950605230499013729176372172030155009391698665104413093292205,Will Trump meet with Jerome Powell in September?,Yes,,34,-0.1355472639895736,4,0.601365652734463,0.601365652734463,11705.961546,168
701425,45317389482671141779290399689739920068577606492169407025826833395787188672032,Will Oracle be the third-largest company in the world by market cap on December 31?,No,,37,0.2937011583787051,6,0.6001058268539587,0.6001058268539587,14372.325607,412
706084,37725179292409930239394724613504550751357380745027836039531612396969909268471,Will Michael Soetaert be the Democratic nominee for Senate in Kansas?,No,,39,-0.0335541435630039,4,0.5989142443818071,0.5989142443818071,18.7,15
558339,30220181367853667024829512830430035133913901874240726599666268996408067953689,Will Donald Trump issue 23–25 executive orders in July?,No,,37,0.0365460644778813,7,0.5984441468612361,0.5984441468612361,542.877583,54
707034,105170354111312073932610665434071649531401524005735300394446536784966882909331,Will Solstice launch a token by December 31 2026?,No,,39,-0.1466442765821335,3,0.5965532516581719,0.5965532516581719,15864.239791,325
704052,61865132869329859749883242738306446304769995311309081671060923245339892348919,Will Aisha Farooqi be the Democratic nominee for MI-11?,No,,40,0.0765599345454227,-6,0.5958915965033008,0.5958915965033008,5.0,1
704504,6121519167339910421945801524717313385227390030565698031702552002421634625844,Will Daniella Levine Cava be the Democratic nominee for Florida Governor?,Yes,,39,0.5956975635444608,0,0.5956975635444608,0.5956975635444608,113.0,11
706060,41265362515218247343745730250883421171767934374860230086610617530440304808468,Will Holly McCormack win the GA-14 special election?,No,,39,-0.0846568349300351,-1,0.5950845377722864,0.5950845377722864,71.08,23
718057,111896073555989767729723205865010373244171245024084806440794308006009754721198,Will Trump talk to Andrew Tate in December?,No,,34,0.0170540197671621,3,0.5948952041468268,0.5948952041468268,344.884037,51
706043,53395591907263146556312147675690886848481029481724274133236797736594895576098,Will Kasey Carpenter win the GA-14 special election?,Yes,,39,-0.0569832491646723,3,0.5923980203867462,0.5923980203867462,80.0,14
254093,73797615829033695394097565710120670199152917246875523039726560010782074935971,Will Trump win the South Carolina Primary by between 20-30% of the vote?,No,,35,-0.4283396530823918,2,-0.5922509057940433,0.5922509057940433,420917.37,0
703734,31126484834685279198833971108196500133676679513997698277250874102802527693365,Will Robert White Jr. win the 2026 Democratic D.C. Mayoral Primary?,Yes,,40,-0.2687591940415504,-3,0.5918403864199421,0.5918403864199421,2190.0,59
706182,59430333930701442152892784674440685390354707889241513724176123823627611847535,Will Catarina Martins qualify for the second round of the 2026 Portugal presidential election?,No,,39,-0.0643936039981391,3,0.5917352821726276,0.5917352821726276,4643.099268,41
703739,19065159831910140612703817006690590944361904716837216543027530460683227629451,Will Zachary Parker win the 2026 Democratic D.C. Mayoral Primary?,Yes,,40,-0.2550844673710092,-3,0.5913588529953678,0.5913588529953678,86.0,11
509058,67626128959765180301701803197795811157962934983090809215804015394970736523376,"Rabois Parlay: Trump wins PA, MI, GA and AZ?",Yes,,33,-0.0800631794577845,-1,0.5912806583447822,0.5912806583447822,788657.645091,0
539007,14958934521221418090128098524355280030079454276197959799372989721251857344872,Will the Liberal Party win more than 50% of the vote in the 2025 Canadian election?,Yes,,39,-0.1348616184095071,-4,0.5909519322944302,0.5909519322944302,12493.863149,142
682401,66785357330647705111643416216710142903475197962310591247578036555098564560967,Will the Bank of Brazil lower the Selic rate after January 2026 meeting?,Yes,,51,-0.0571704006255866,7,0.5904108072750498,0.5904108072750498,3228.223057,171
704315,54184310715591839183378473377243965279946109710634419342889079991228931326465,Will Robert Lowry be the Republican nominee for TX-21?,No,,40,0.0874002795600839,-2,0.5903985661767984,0.5903985661767984,303.425479,71
586057,109415679936118627692242032328559014188305623991597732880046796400929134528725,Will Enrico Zanieri win Tuscany Regional Election?,Yes,,40,-0.2123772022364045,3,-0.590275427783191,0.590275427783191,4393.450641,78
701794,115245150357179139449822836990007760154241141140621050003157322643470392222335,"Will Ethena reach $0.70 by December 31, 2026?",Yes,,41,-0.0388563948818765,-1,0.5897176696435418,0.5897176696435418,0.0,0
707033,66299133499293383543457259263052413033289951234753171306532248692567363388989,Will Solstice launch a token by September 30 2026?,No,,39,-0.1874783904232814,-2,0.5893044624529767,0.5893044624529767,13103.274797,240
692239,80891702111727082654664918791304439779291831483283151784359851541355531416641,Will Trump meet with Elon Musk by December 31?,No,,37,-0.0077836938071985,3,0.5888140533219295,0.5888140533219295,10191.657653,416
704090,65006694548543837783135042370363061145260092380139004801999329159326188447211,Will John Cavanaugh be the Democratic nominee for NE-02?,Yes,,40,-0.0847952333503032,-1,0.5888072837535271,0.5888072837535271,0.0,0
706049,115408226492654094170328363763877006135907185717192261922308302318043743593548,Will Elvis Casely win the GA-14 special election?,No,,39,0.11947860766254,-1,0.5875765709715639,0.5875765709715639,80.0,28
704192,96640114156099446931981323075420079948258122336464083667749262412628607509315,Will Morgan Cephas be the Democratic nominee for PA-03?,Yes,,40,0.0343014289899229,-1,0.5870786609574882,0.5870786609574882,110.0,20
703690,3386886768575392625178430469513095175799394167104373172920267896603859431569,Will the Democratic Party win the CA-27 House seat?,Yes,,40,-0.1219371237220282,4,0.5864077823651935,0.5864077823651935,62.714344,11
704393,58161913329415478269473468471228034038464853674045035942982356804153134953492,Will Valentina Gomez be the Republican nominee for TX-31?,No,,40,0.0930333492318416,5,0.5861473081844634,0.5861473081844634,145.56715,43
704344,59958561162470145045120366664760498562963613528517346194881231468089401728504,Will Muchelle Ugenti-Rita be the Republican nominee for AZ-01?,No,,40,0.1272558260913056,5,0.5857135057792479,0.5857135057792479,143.0,36
706053,42071151895659388275112751491205594588332059575117773152994065511502788515716,Will Martin Momtahan win the GA-14 special election?,Yes,,39,0.0158627522894128,3,0.5853213634162016,0.5853213634162016,70.0,21
616899,58058498838745523418568381722210546332086574786013058747241034941375879942209,Lisa Cook out as Fed Governor by  October 31?,Yes,,32,-0.5851774810351813,0,-0.5851774810351813,0.5851774810351813,146582.688909,0
706156,15609430778007269349032195762000813000164602240657308628803746553887158710604,Will Saxon Callahan be the Democratic nominee for Senate in New Jersey?,Yes,,39,0.0218242567087962,-6,0.5848445234445487,0.5848445234445487,268.53375,18
701422,32073545160854325959161702228590223711248507299089832528052847862436070913039,Will Tesla be the third-largest company in the world by market cap on December 31?,No,,37,0.2996971041625526,6,0.5846383797851563,0.5846383797851563,14753.52166,606
701359,46722428129763817487888838591601929163018285701178688115390430242326592949309,"Will Trump say ""Super Centennial"" in December?",No,,37,0.113929716969431,-5,0.5836161646881047,0.5836161646881047,128.003258,23
706085,10831912739662706416153775736826443238519017745722764810161632994495385241230,Will Anne Parelkar be the Democratic nominee for Senate in Kansas?,Yes,,39,0.155301179926941,-7,0.5824682352530303,0.5824682352530303,99.7,25
706047,74173253085555219213192436153136105517677158130402517015025963311092256058381,Will Laura Loomer win the GA-14 special election?,Yes,,39,-0.094286878216475,3,0.5820980603450888,0.5820980603450888,80.0,14
251448,108385365277693070090740198577596324669897099238991453926232832452421303670258,Will the Fed decrease interest rates by 25 bps after its July meeting?,No,,43,0.1026131220305475,6,0.581148453778183,0.581148453778183,17999.66,0
701424,46196923504039689088924566821277141054755754260170222524851479288266335996858,Will Amazon be the third-largest company in the world by market cap on December 31?,No,,37,0.3032922661174529,6,0.5806498197022043,0.5806498197022043,16367.754752,394
701423,101015866921104288414443762254547615261739031936727474856640838378436886471305,Will Saudi Aramco be the third-largest company in the world by market cap on December 31?,No,,37,0.2986760044152163,6,0.5803862467979407,0.5803862467979407,14576.589121,231
701798,12820195001249648037675473458143409555606256774054437988397399594679631131292,"Will Ethena reach $0.44 by December 31, 2026?",No,,41,0.110682482115733,-6,0.5794624972477656,0.5794624972477656,0.0,0
701421,111165842212390839315500078664700189893501378427020640387218027539772656804956,Will Alphabet be the third-largest company in the world by market cap on December 31?,Yes,,37,-0.3206536001208077,5,0.578324190134095,0.578324190134095,40536.644934,2253
703639,48629679722752806268476182140329914139911095036638287492340019182461407903825,Will Ken Paxton come in 3rd in the 2026 Texas Republican Primary?,No,,40,0.0163969523775226,-3,0.5780650960632657,0.5780650960632657,676.1515,31
705794,56328512865628991089417145344233341691656714092732417416093873638744610502157,Will Trump talk to Ahmed Al Shara in December?,No,,35,-0.0787792628008327,4,0.5778056810141553,0.5778056810141553,1387.318006,17
703641,92863532942362556866847438830664391470166810541320557461555235497768696696153,Will Dawn Buckingham come in 3rd in the 2026 Texas Republican Primary?,No,,40,0.1015039812104078,5,0.5772262030636622,0.5772262030636622,19.1515,2
704141,84624184935376192156353137469227374672444742041134156865742406230411182104170,Will Matt Strickler be the Democratic nominee for VA-02?,Yes,,40,-0.1642536470473972,5,-0.5766912561584925,0.5766912561584925,79.0,10
703947,25783353367921834022863138375551014360106791527219522560597697508643231524533,Will Matthew Dunlap be the Democratic nominee for ME-02?,No,,40,-0.0447959264500235,3,0.5764634143424345,0.5764634143424345,154.497269,45
539006,13513419161171979719319401209063105905750451036338907769822481306608284990980,Will the Liberal Party win between 47% and 50% of the vote in the 2025 Canadian election?,Yes,,39,-0.0963827546662683,-3,0.5756964759101679,0.5756964759101679,8123.558213,0
704345,20432574467991596847778871607635055240689839809080527866609217582502052471663,Will Todd Graham be the Republican nominee for AZ-01?,Yes,,40,-0.1180927879706026,5,-0.5756880003980015,0.5756880003980015,66.0,16
706040,5114758348937468364619995624757532956399328209015948227667388603288555799363,Will Colton Moore win the GA-14 special election?,Yes,,39,-0.1105864482967158,-6,0.5752840328968161,0.5752840328968161,141.136789,42
706051,542132856140308985937960345682242584525983311961122642574266789161617089335,Will Shawn Harris win the GA-14 special election?,Yes,,39,0.038846080132606,3,0.5746260545967923,0.5746260545967923,81.08,14
509426,52017031985636400198068117427247902761337903463732952132645188073244678751589,Will Kamala Harris win Delaware by the largest margin?,Yes,,35,0.5272423900826874,5,0.5742300668728504,0.5742300668728504,21799.940719,0
703515,94283123522116213670819037562479544496721458122949615368323531397773373824519,Will Dawn Buckingham come in 2nd in the 2026 Texas Republican Primary?,No,,40,0.0901821166919311,5,0.5735038178347973,0.5735038178347973,244.424,60
522164,76505504734768783073820060838542390829526611709405654939072703098856423904727,Will all remaining Trump cabinet picks be confirmed?,Yes,,48,0.1253246879092328,3,-0.5726624364665792,0.5726624364665792,78998.659359,0
690215,17682183447223123479988952873452690236608652508609100470364905844731048770925,Will the Fed’s lower bound reach 2.75% or lower before 2027?,Yes,,47,-0.0467053540418826,7,0.5722560485525783,0.5722560485525783,141.666665,31
703640,64311292917313214476011571396923759738438008230676653628768955353429608046771,Will John Cornyn come in 3rd in the 2026 Texas Republican Primary?,No,,40,0.0812910419636372,5,0.5708395683213897,0.5708395683213897,62.448987,38
501499,46943019221191876035810678960085927628339119397116868844845635016690986563742,Will the S&D win the most seats in European Parliament?,No,,33,0.5703244326424679,0,0.5703244326424679,0.5703244326424679,3949.23,0
788434,52429635635872503311500300312163708093447294869431195376494287303931062042447,Will Logan Forsythe be the Democratic nominee for Senate in Kentucky?,Yes,,34,-0.0258676331618499,-2,0.5699943026343732,0.5699943026343732,15.0,8
501503,36959085581151986268952806398298852237420409957281833021162512662260782998700,Will another party win the most seats in European Parliament?,No,,33,0.5697780695113897,0,0.5697780695113897,0.5697780695113897,2015.69,0
509137,9653970227787178998935414806582271936052190292421170870033708491764156585536,Will the Democratic candidate win Arizona by 4.0% or more?,Yes,,52,-0.2497908908788267,-3,0.5692656133963406,0.5692656133963406,21492.494749,0
540757,58803699934341951158933054546227328214128179576795811333293891029696343026395,"Italian solidary responsibility of the client, contractor, and subcontractor for injuries  referendum",Yes,,38,-0.2641448948478964,6,-0.5691984957706414,0.5691984957706414,36870.380276,0
501502,73827133274795662539081282855129534791859913705509304154287252210803316934439,Will the ECR win the most seats in European Parliament?,No,,33,0.5690810236383717,0,0.5690810236383717,0.5690810236383717,3325.27,0
501500,66950298318508781182144255425102563134608181039319150362577721247466170752068,Will ID win the most seats in European Parliament?,No,,33,0.5690522595580699,0,0.5690522595580699,0.5690522595580699,2959.08,0
704054,31671758151180989656649988366775075928467789723571793444216797757809479209635,Will Dave Woodward be the Democratic nominee for MI-11?,Yes,,40,-0.0887296507348296,5,-0.5690299591148489,0.5690299591148489,5.0,1
701419,80672955586849200775858667849737369305580856516719038638189187794488835747495,Will Microsoft be the third-largest company in the world by market cap on December 31?,No,,37,0.265332468366124,6,0.5689314145105165,0.5689314145105165,45766.405279,1266
509170,105841125587241814834444631484719762468838051306305863121785156906381879760518,Will the Republican candidate win Wisconsin by 0%-1.0%? ,Yes,,52,0.1950689327243789,4,0.5688927819384532,0.5688927819384532,32756.872465,0
511362,65332925620478881030461441945080047835490180325584100572762730423872691536431,Will Trump get 76-78m votes in the 2024 U.S. Presidential Election?,Yes,,49,0.5688179782793809,0,0.5688179782793809,0.5688179782793809,56107.932288,0
695096,115326028727431383540102338772574122239928387661033029310228187184437081267918,Will Liz Krueger be the democratic nominee for NY-12?,No,,44,-0.0732787396263986,-2,0.5686147887329368,0.5686147887329368,156.592,1
706082,50560212164996222076046670401577228635993522689955909340890160492218873990887,Will Sandy Spidel Neumann be the Democratic nominee for Senate in Kansas?,Yes,,39,0.1384752100683275,-7,0.5672564608983796,0.5672564608983796,99.7,16
501498,115129621639997281042897387585094402140684097387335769002507432986037641007628,Will the EPP win the most seats in European Parliament?,Yes,,33,0.5665247931058062,0,0.5665247931058062,0.5665247931058062,14337.49,0
706045,95687037102557577998869200983001503961648942873152323810616156346029126170423,Will Star Black win the GA-14 special election?,No,,39,-0.0813182334015078,4,0.5663095281613248,0.5663095281613248,392.754735,42
707028,23386934405852241839403247119837397343206816113939935140032394345656409687299,Will Solstice launch a token by March 31 2026?,No,,39,0.0425166106658235,-7,0.5653535348922702,0.5653535348922702,15710.456178,359
704505,43880048219502376153955137675841416177834778375218020884427974429260907590521,Will Gwen Graham be the Democratic nominee for Florida Governor?,No,,39,-0.0593307418262477,4,0.564908791334045,0.564908791334045,107.12,27
704051,55341614737606455367914850063916143047806502615605238784979609081271095102563,Will Jeremy Moss be the Democratic nominee for MI-11?,No,,40,-0.2307714898113721,4,0.564771354132046,0.564771354132046,57.166664,9
523360,75959037318029051346190192408215651320668690927455967391516626435000156741435,Will Reiwa Shinsengumi hold the most seats in the House of Councillors following the 2025 Japan election?,Yes,,41,-0.1002143143953846,-5,0.5644877451298811,0.5644877451298811,35591.527498,0
521303,20813517147490045723328383095160376264448345376277453397431957454209574277783,Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,Yes,,32,0.3516211653593691,-2,-0.5642358418625238,0.5642358418625238,57022.128973,0
520813,75984724234459864601969163995481478743745160448547831327251534290649289784893,Price of dozen eggs hits $5 before April?,No,,41,0.1594231437778542,-1,-0.5638981245505754,0.5638981245505754,54727.94316,0
706183,37806007110699379574196083156782938311392224981899208050840783070359178406119,Will Karishma Manzur be the Democratic nominee for Senate in New Hampshire?,No,,39,-0.0519025339205527,4,0.5627691343693858,0.5627691343693858,293.0,13
706046,20178269770794665139560294154172564048779903010774614866837164941576431448600,Will Jason Anavitarte win the GA-14 special election?,Yes,,39,-0.0300139742618176,3,0.5622426104741163,0.5622426104741163,80.0,13
690207,15404273135460198936681172574249561190643458649150838755553511118708507370686,Will the Fed’s lower bound reach 1.75% or lower before 2027?,Yes,,47,-0.0734051828681141,7,0.5608227917166037,0.5608227917166037,10.882351,2
687433,4942360482005244918796292265006007704327799854749267861336630583944467908299,Will Won Chang-muk win the 2026 Gangwon Province gubernatorial election?,No,,47,-0.4013940126982536,-3,0.5607381553545991,0.5607381553545991,213.2305,37
620119,26397725344059065393125166214357794500077070157952233574832819340681613585362,Will turnout be at least 81% in the Netherlands Parliamentary Election 2025?,No,,34,0.071284426960354,4,-0.5596245863125063,0.5596245863125063,43839.907835,0
705788,104415507144588553798463451586497094400637527379709932883450764939559372620506,Will Trump talk to Xi Jinping in December?,No,,35,-0.0420960273799331,3,0.5595334610280246,0.5595334610280246,6579.151266,202
501501,103177187223853426876556122570447435336567469046121859793778288456579376672627,Will Renew win the most seats in European Parliament?,No,,33,0.5594434009942166,0,0.5594434009942166,0.5594434009942166,3128.06,0
529310,52362844038097854540524994756166966090695213847679388612022373222627038108938,Will the People's Party win the third most seats in the next Canadian Election?,Yes,,40,-0.1639567005906571,-7,0.5590946133846854,0.5590946133846854,202756.146523,0
252710,55521122005089739189717956974347660562847941594419849888586211971697564559039,Will Joe Biden be the 2023 TIME Person of the Year?,No,,47,-0.0118106781880754,2,0.5580326304000971,0.5580326304000971,2718.06,0
558338,37023706458662705010986800050301694990762277976127527581504821386817805756675,Will Donald Trump issue 20–22 executive orders in July?,No,,37,0.0551769158313039,7,0.5580033393673994,0.5580033393673994,803.261129,54
704503,79041840393628344916227504288464843653270702086734201005078288922649702542504,Will Fentrice Driskell be the Democratic nominee for Florida Governor?,Yes,,40,-0.3656751007684112,-1,0.5579469443003515,0.5579469443003515,117.0,23
581248,111049792847959816241047481814896024740794891970553558057191710768038046676711,Will Trump try to fire Powell by September 30?,Yes,,35,0.311486571855267,3,0.5568580059874123,0.5568580059874123,85669.775504,0
706041,28128643166910380014270437874775323404138685702142005796407762046544476721905,Will John Cowan win the GA-14 special election?,Yes,,39,-0.3025480871212693,3,0.5560178546251238,0.5560178546251238,70.0,26
716371,100939124585087003825308729903555304360202839305566189102533669068110555864836,Will turnout in the 2025 Honduran general election be between 65% and 70%?,No,,36,-0.3804752185120809,1,0.5560051640580854,0.5560051640580854,22178.455872,268
703513,14615269464254551182890879998953709391208641999378386496560924410683857567336,Will Ken Paxton come in 2nd in the 2026 Texas Republican Primary?,No,,40,0.1506566562844296,-4,0.5559681932802429,0.5559681932802429,980.0,176
789410,1792453187763546489058024733820523797667736093517388854235326974724797239676,Will Parti conservateur du Québec win the most seats in the 2026 Quebec general election?,Yes,,33,0.3136348813001482,-2,-0.5555726261252668,0.5555726261252668,581.882311,32
706050,33016503574735126966021985570575458326289603426797957330902947855830857081828,Will Jennifer Strahan win the GA-14 special election?,Yes,,39,-0.0342806478358121,3,0.5547712054360299,0.5547712054360299,80.0,28
704477,10574444280668215298066294963842408887607022959149756601065864731897028131080,Will Jay Collins be the Republican nominee for Florida Governor?,No,,40,0.11817427701975,5,0.5543934313008375,0.5543934313008375,256.011766,44
701365,89070260241283893245275013254118796154663916392116623628818472665269975578152,"Will Trump say ""AGI"" or ""Artificial general intelligence"" in December?",No,,37,0.1044464883815944,6,0.5541527045755157,0.5541527045755157,369.743047,41
707031,18250361047767222626204436657344160728873718158028542279038921665700648056946,Will Solstice launch a token by June 30 2026?,Yes,,39,0.1275177786752505,4,0.5533927645536666,0.5533927645536666,14096.956296,262
581824,28259044779898721928863971104061766650338108176477785403257544378159592217163,Will Trump talk to Kim Jong Un in September?,Yes,,34,0.2383213795830289,-2,-0.5532657414811774,0.5532657414811774,12456.854499,322
509227,84039727116780491525337482249717456027536085244527859584755965773466594605053,Will Trump win 5 swing states?,No,,31,-0.1185565027571423,-1,0.5527641037173733,0.5527641037173733,491153.028341,0
589703,111624232444063179182989716522744925587507451153327720931598308432589074231692,Will Trump endorse Curtis Sliwa for NYC Mayor?,Yes,,58,0.0841107746399809,-3,-0.5521291649021925,0.5521291649021925,12179.558998,0
